fid,production
1375,18433.0730573171
1376,9853.67848941702
1377,17446.0689124497
1378,18328.9134031616
1379,15929.6752043109
1380,11291.6843191576
1381,9770.9294642977
1382,11079.1789357175
1383,8737.85594638519
1384,10492.2025682596
1385,8598.86614694178
1386,19404.8440441987
1387,17258.7463002885
1388,12595.463702382
1389,10527.9376196081
1390,8536.28451745978
1391,11120.1618036625
1392,10789.4961993713
1393,5563.49051372292
1394,8885.9551997113
1395,9377.19105534119
1396,11195.8581368121
1397,9489.52080610962
1398,11244.9069767733
1399,11197.2590658587
1400,19436.6759711462
1401,8251.34966140742
1402,17184.4229842598
1403,16977.0235003667
1404,7847.70137350581
1405,9283.93722164167
1406,9766.80799152068
1407,17325.0983141229
1408,9092.29547258471
1409,20457.4701260081
1410,20414.8947459336
1411,8419.32296156599
1412,12242.7180863625
1413,10805.0432979074
1414,9501.52950027652
1415,10844.568927022
1416,9730.46483758507
1417,16660.6440444031
1418,10927.8029047825
1419,8213.82122915074
1420,17179.9489721896
1421,11063.1051374028
1422,8883.51554354883
1423,10047.4180896267
1424,19281.2634796325
1425,16717.4888480796
1426,18750.9519102088
1427,7472.57364997815
1428,8243.64281106917
1429,11291.6843191616
1430,16810.3109836923
1431,16381.7133381531
1432,9602.3767286812
1433,12613.8314983141
1434,17913.695300172
1435,11369.7980939292
1436,10106.4871946012
1437,8367.51434048681
1438,8575.93416182279
1439,16770.2912163135
1440,8343.64053516011
1441,17482.5288265775
1442,9858.06617257952
1443,11646.935735571
1444,9002.50330771975
1445,8777.9790878386
1446,15278.4752671717
1447,18717.6787051657
1448,18467.0571429493
1449,8382.31802531777
1450,11568.3259085934
1451,10708.7310881403
1452,8718.17544986384
1453,9511.31521032818
1454,9732.59177710717
1455,8800.73529827184
1456,9386.71282765729
1457,9873.9301756555
1458,9703.12327478094
1459,1982.56596332021
1460,9023.28921154496
1461,8514.49614898117
1462,19706.8367862844
1463,9482.35952559961
1464,8801.37176540435
1465,8594.98505055069
1466,10075.0069959496
1467,9300.02135428149
1468,18224.7793392331
1469,9704.60232698402
1470,16720.0569218394
1471,16691.1457012025
1472,8911.17344385948
1473,10043.258024324
1474,20002.8329094141
1475,14006.8249590075
1476,17290.1686804298
1477,20457.4701260147
1478,20510.3685451223
1479,17360.9445759728
1480,8412.16856868448
1481,17127.9824552974
1482,16552.7861329338
1483,19297.255832174
1484,16270.9569630746
1485,20395.7608965114
1486,16535.1091388513
1487,9387.11261072218
1488,17334.6382735196
1489,8740.71010524505
1490,9895.09615673645
1491,8930.68542514129
1492,11972.5838808799
1493,8573.51545899479
1494,17190.3072491962
1495,7963.36743597611
1496,8890.69340709993
1497,9438.63048710514
1498,11646.9357355669
1499,12436.3058823252
1500,17172.9344834265
1501,18977.6464649659
1502,18907.7027580801
1503,12287.9762386158
1504,9370.78477256406
1505,16953.86007166
1506,4593.34701740082
1507,9359.80495737744
1508,9127.12453043226
1509,12176.2103246069
1510,8695.17413969455
1511,9757.51727969386
1512,9940.93791288473
1513,9763.48025865423
1514,8538.24120920118
1515,8052.23181315903
1516,12076.0849898902
1517,16144.5726630114
1518,8474.97398335265
1519,7810.66485876445
1520,9833.25354619844
1521,11259.4117046644
1522,12027.3601272989
1523,17166.2768142663
1524,16919.97064591
1525,9256.71148854431
1526,12527.7461555906
1527,8396.67616171731
1528,8826.70502680706
1529,15847.6538354807
1530,16378.6085669966
1531,17382.8180421518
1532,9250.00129536667
1533,7669.75080203648
1534,5147.31218253246
1535,3034.82916063591
1536,18507.1158352394
1537,16631.5165104819
1538,17181.766368949
1539,5803.55855512572
1540,17325.3876936478
1541,7185.92163831893
1542,10017.9031969872
1543,18133.3591124374
1544,16136.7617005214
1545,9511.69882929721
1546,9143.82824820607
1547,9340.58890326471
1548,19208.1429502048
1549,18737.6762251503
1550,17229.1163846761
1551,11162.7513342343
1552,2109.69123126309
1553,18525.4941697823
1554,10643.0040936598
1555,10578.4740495595
1556,11021.6431501548
1557,10463.8922316625
1558,9795.28312594627
1559,11455.6480204539
1560,9591.88232788194
1561,15076.5172336196
1562,9065.47947751665
1563,9730.86306774669
1564,8572.05245731369
1565,17027.4517068405
1566,8886.88682587067
1567,20629.4034352003
1568,14547.8734677957
1569,8187.30730256077
1570,18440.3789492617
1571,18402.0014696642
1572,17458.9326159513
1573,15473.9991555629
1574,10647.0792849682
1575,9461.37238046186
1576,16875.9380943582
1577,8571.66760942382
1578,17215.7245120742
1579,16768.7932396727
1580,12200.7970132091
1581,11739.3670093714
1582,11448.8422634213
1583,9396.4960458679
1584,8447.81765875695
1585,8781.48933042233
1586,16874.4139722519
1587,9255.34696363686
1588,10054.4812202322
1589,17401.0199458556
1590,18677.0854155169
1591,18636.9627830509
1592,17109.4981613035
1593,17393.2746064149
1594,16250.452139639
1595,8497.26901166389
1596,12100.1881997957
1597,16922.6680355847
1598,8782.85357624601
1599,2105.08408464896
1600,8674.82772288276
1601,9406.57812317057
1602,11543.0190087395
1603,16717.4888480749
1604,11750.2925685061
1605,17052.6900909094
1606,7889.5873725883
1607,16719.5346130936
1608,7951.57891549714
1609,15436.0261514959
1610,9255.34696363407
1611,11733.9838460179
1612,12036.8364291119
1613,11468.2496194305
1614,11444.3574327274
1615,11180.5401749886
1616,12138.1992621991
1617,18843.1654857354
1618,18091.6459157421
1619,16952.6615866041
1620,10711.2252081756
1621,10269.0186628814
1622,8867.96230396398
1623,11446.3060833218
1624,9438.84077053835
1625,11143.5127378961
1626,16752.2002872775
1627,17117.9296852567
1628,8791.57140772212
1629,15670.322187162
1630,16496.2253987059
1631,7936.40268838158
1632,18057.1313397423
1633,9063.78749489056
1634,16857.7919243643
1635,14585.3830499375
1636,18877.6985778747
1637,9250.63115828871
1638,17174.4062947206
1639,11374.3956965051
1640,18436.349620693
1641,16835.8430758955
1642,9270.829042911
1643,19567.7388525446
1644,17434.1500173155
1645,16715.8988645509
1646,16491.9678718494
1647,8379.90923012013
1648,18659.6858972121
1649,18606.5949210726
1650,10454.7303479831
1651,16495.2183962675
1652,11295.0419370537
1653,8913.60177326767
1654,8482.26393513129
1655,18483.6942621483
1656,11808.9058889219
1657,17619.4738851024
1658,7940.48531666479
1659,8189.1614226922
1660,8072.35903050782
1661,17261.1501781687
1662,8927.27382413533
1663,11158.3957886672
1664,18479.7960698178
1665,17228.9282194606
1666,16723.3256118348
1667,11974.2844841841
1668,17636.8832315159
1669,17206.894668805
1670,11908.0886752556
1671,11237.86838897
1672,17289.0280132833
1673,17848.898655791
1674,17178.6933622116
1675,8815.50060487812
1676,17134.9722829397
1677,16043.6338841093
1678,9371.8184660364
1679,18325.9580172134
1680,17323.6006812798
1681,9482.90683147432
1682,16945.3187087874
1683,12479.6739202927
1684,12466.5097072997
1685,12435.1057029858
1686,12329.9462467269
1687,12548.2028224682
1688,12469.4484114454
1689,18502.948110332
1690,16709.3476049166
1691,11360.6777510085
1692,13472.2404299787
1693,8557.8067445002
1694,11744.8091451095
1695,9387.54151911644
1696,9387.54151911621
1697,11762.5452197725
1698,11725.7872659607
1699,18337.8726425078
1700,12244.9766966958
1701,8390.99377316014
1702,3454.27763049888
1703,17248.6803362854
1704,16036.1527564904
1705,15917.0727350669
1706,15398.896283232
1707,9003.13787932504
1708,8912.0949120087
1709,17413.2224926623
1710,8286.27895939274
1711,12552.0879324392
1712,17229.1163846813
1713,8768.60964421122
1714,16786.2402261768
1715,17997.6544387714
1716,12581.9201930208
1717,12527.7461555944
1718,9347.07797808858
1719,16860.9359400138
1720,14866.4417747095
1721,10969.1790262591
1722,11295.9294954888
1723,8810.60847546465
1724,5530.18828288731
1725,15141.802417264
1726,8866.78663790097
1727,12197.6357008581
1728,11574.3929235702
1729,14854.4812401639
1730,9075.12360462062
1731,9324.37439613824
1732,17526.8848578332
1733,16628.7126735844
1734,18114.274160444
1735,16725.4529676297
1736,8968.74386944896
1737,16509.8626662729
1738,11407.2183329292
1739,11804.8012112794
1740,9008.41367315059
1741,8878.75631691408
1742,2705.48606288156
1743,17389.0926345883
1744,8835.89455742613
1745,14736.1976039718
1746,9298.09618715766
1747,15513.5177331495
1748,11187.4743603166
1749,11174.8758531568
1750,11458.1438689694
1751,16998.5971541216
1752,11007.2737634102
1753,16149.4872969979
1754,3344.76139284714
1755,12398.2633254199
1756,8825.76165082624
1757,9150.01466210528
1758,9857.08081753286
1759,17142.1040259769
1760,9928.14151168639
1761,8684.20591501823
1762,17416.3893888574
1763,16143.6980817987
1764,12311.9454929575
1765,16868.7780841877
1766,9403.3373271691
1767,11513.8573957267
1768,10956.930539569
1769,9624.82352632463
1770,16769.0938024387
1771,11368.4554747779
1772,11721.7685083176
1773,10496.8052345973
1774,8361.92423478247
1775,11492.9868918194
1776,11241.2563771204
1777,17389.3529120817
1778,15616.0422824961
1779,8003.98733597994
1780,10478.1153802484
1781,9958.87825213744
1782,14139.5578768363
1783,11689.029312149
1784,17219.0009087651
1785,11365.1418772629
1786,8712.34049141677
1787,1608.46985384904
1788,17155.2489628071
1789,18095.2265535446
1790,2717.62244061634
1791,12020.5831952607
1792,9256.79178047017
1793,7455.88117761997
1794,8853.01337340684
1795,10639.9626330896
1796,10525.5544327312
1797,9925.37861140772
1798,17134.9722829341
1799,18388.2302750165
1800,8412.4189463477
1801,3429.380698873
1802,16807.0575076626
1803,14816.5697484984
1804,1544.45904753169
1805,9388.75630456862
1806,15232.2548372192
1807,8890.52614194068
1808,3229.34622135464
1809,8682.95548939768
1810,16005.1432951151
1811,15917.7431952052
1812,8637.31495435159
1813,16854.5703763132
1814,9517.83917178082
1815,17873.2565769619
1816,17749.779474691
1817,3341.13366899373
1818,3241.15269337391
1819,12057.6185748311
1820,12141.5383685735
1821,1129.56734196985
1822,13504.3317034219
1823,16348.2317860028
1824,2049.16577797612
1825,18526.8460941254
1826,2503.2047981261
1827,9707.32452524568
1828,11243.2079212037
1829,2683.93657752644
1830,17703.9681499746
1831,17080.8990806435
1832,7920.73815675688
1833,17045.5467670973
1834,9307.55625004542
1835,11383.1041520819
1836,15896.6165350174
1837,17245.4448038369
1838,16386.8160847965
1839,18039.5122382704
1840,17617.1109408981
1841,16808.2461165277
1842,11424.4948425138
1843,1797.79916797612
1844,14962.4982580436
1845,10605.784722379
1846,8881.14794980516
1847,16889.9353118148
1848,16445.4241612354
1849,13529.8141114506
1850,10245.8899429721
1851,12433.2123560255
1852,1260.55665985455
1853,8702.96229928414
1854,12079.8473732783
1855,3010.24075445031
1856,17129.7598215388
1857,17557.0803419834
1858,11875.0782413143
1859,16906.9206342061
1860,16903.4227590412
1861,16860.9262817299
1862,16987.1636674037
1863,10830.512789291
1864,16012.1421076128
1865,2494.56285461849
1866,9429.35633183138
1867,17388.9782102795
1868,15805.8415529033
1869,11351.8241013669
1870,9864.84394751127
1871,9018.83448280673
1872,12415.2124769506
1873,9470.97135977905
1874,16899.0591860992
1875,16565.9891645714
1876,18556.2082861882
1877,16733.4527954205
1878,2663.86469059767
1879,18177.1833545461
1880,12141.5383685735
1881,13447.6267552885
1882,11124.5709313266
1883,9313.14271464686
1884,11749.475725088
1885,2738.03912494
1886,17979.6500912025
1887,17421.9963636647
1888,17125.8248322922
1889,2658.32074743225
1890,16575.0752002826
1891,15333.2929741185
1892,12478.0117674332
1893,3006.7592666295
1894,13983.8981804068
1895,18273.3452691485
1896,2273.16750395521
1897,17057.5380482909
1898,16343.6763238079
1899,8858.00098652161
1900,16913.1358863771
1901,16173.9417133291
1902,16886.7618561375
1903,16854.9905256967
1904,9896.71563658827
1905,9612.25062890712
1906,8594.19990797088
1907,11780.3598805769
1908,11791.9207888128
1909,17787.1474314745
1910,17946.4592203766
1911,10977.0567455144
1912,2829.8528311071
1913,2750.00501267707
1914,17248.4373532362
1915,2646.86845338909
1916,15946.0149264991
1917,11554.7443579842
1918,2565.77324559552
1919,14288.1357996673
1920,4182.30998980163
1921,9282.64115553473
1922,2641.17626316675
1923,13433.8233358457
1924,13419.3783645135
1925,7701.00901794021
1926,15343.4501597514
1927,17894.6115985943
1928,2544.86959240699
1929,13711.7937932107
1930,2638.51380906989
1931,12116.2698183788
1932,13767.2581989815
1933,2644.11416779763
1934,13565.1523626949
1935,16844.8769274913
1936,1493.29759509608
1937,2994.27229214384
1938,3550.28955197571
1939,2604.34139063914
1940,11472.8259617425
1941,16899.0033849751
1942,16186.8613518834
1943,2669.59003836953
1944,3330.46487550935
1945,2619.66734601237
1946,9024.73352795965
1947,14982.7098971946
1948,8618.5585700859
1949,3274.80693571723
1950,2655.70039196723
1951,3371.24546199003
1952,13806.2219026766
1953,8867.39441280592
1954,16385.3512530631
1955,9338.00627048987
1956,11715.8613781741
1957,2415.93972520946
1958,1576.15606219661
1959,8850.28334871968
1960,2658.16945464129
1961,2863.30052130613
1962,17908.0452243413
1963,1403.54161117469
1964,2668.22131398417
1965,9140.30054635917
1966,11638.485543645
1967,7750.36320872003
1968,2862.00542416387
1969,2650.00483268606
1970,2633.09702543181
1971,3022.8572304929
1972,17991.1294009894
1973,9069.13024177402
1974,14261.503350078
1975,14095.4932448597
1976,11736.8043233209
1977,2478.14259458306
1978,11703.8693494079
1979,17279.7192234205
1980,16235.2513843649
1981,12433.7014568098
1982,13209.532208389
1983,17991.8702720703
1984,2781.17472703783
1985,16675.8889153989
1986,15850.2246429849
1987,2350.45041468118
1988,901.951747438306
1989,8963.39867721152
1990,2622.02309776241
1991,2646.98381384998
1992,2792.05695555903
1993,2409.50418855555
1994,13867.1609860819
1995,18425.1201587389
1996,18307.214199697
1997,17308.9635156525
1998,4134.21883508132
1999,3031.56383968509
2000,5579.48337924501
2001,14002.2679060636
2002,2655.54877584995
2003,16405.1837373009
2004,18450.7817901367
2005,2939.6940041768
2006,1404.05367957388
2007,15466.7251167963
2008,13420.0765616212
2009,16041.5600034049
2010,17151.3654436117
2011,16450.5569631151
2012,18308.1467722424
2013,17401.7515333797
2014,13433.8233358417
2015,2594.53857891866
2016,16793.2211610987
2017,3529.39972250469
2018,16819.8527045574
2019,5685.54723001162
2020,17416.389388857
2021,16892.0249771545
2022,13419.3783645169
2023,16041.5245747342
2024,16986.2410125308
2025,2262.13579800623
2026,16905.6955748911
2027,16906.4751347248
2028,16747.9121974854
2029,17260.7203013774
2030,2638.70336396379
2031,6667.43769833956
2032,13420.0765616219
2033,13595.8627341734
2034,1648.44980690193
2035,14125.1367637812
2036,1760.97567595025
2037,17599.2703282569
2038,10458.6601875875
2039,8876.78783909067
2040,11343.5292046297
2041,12211.1844087205
2042,8141.08903435839
2043,5030.66934779182
2044,2201.85128537418
2045,2681.13194693397
2046,3690.89974649746
2047,16957.6489281185
2048,13401.0062104908
2049,16326.0356379629
2050,7184.73889907028
2051,13868.3078893669
2052,13714.5814115871
2053,2600.03548268684
2054,17389.3529120865
2055,17034.0865622645
2056,17443.5469956626
2057,3014.63852218668
2058,1384.3794557505
2059,2283.94702470952
2060,17885.5751533839
2061,17405.5630181141
2062,1581.96961168833
2063,14243.9335594624
2064,2820.50320159131
2065,7746.55397107441
2066,14229.0184457876
2067,3277.81472531664
2068,11615.5134045254
2069,4431.84255565204
2070,13885.7037611647
2071,13856.5627249433
2072,4947.66271058693
2073,12141.5383685778
2074,11388.0919099941
2075,18114.709318527
2076,3061.30449951394
2077,3894.96851684384
2078,11901.4871417277
2079,2035.35392960794
2080,8375.83004925575
2081,11632.2769546859
2082,9162.54144388258
2083,11641.0206181666
2084,8316.28413055846
2085,7305.6977045688
2086,13743.0098735546
2087,9285.01622423959
2088,11780.3598805728
2089,7104.87982914524
2090,13952.475527196
2091,2173.7349333206
2092,10586.7155599539
2093,10498.8867424018
2094,2639.55747527068
2095,17785.9296355009
2096,12145.762760985
2097,2572.32169527485
2098,18471.6617033718
2099,16108.9772069317
2100,17151.3654436125
2101,12120.8799524492
2102,6547.93241498139
2103,13843.8372729542
2104,13928.6048801909
2105,13642.1941737835
2106,13466.2876054142
2107,11187.8267958241
2108,17824.845081567
2109,13979.5381433647
2110,2670.81472498655
2111,10254.8923075474
2112,13604.5458154008
2113,9154.54761218939
2114,14229.0184457826
2115,10749.8059366193
2116,16031.5817057874
2117,2630.22402050234
2118,2855.88441344188
2119,18738.2384330918
2120,11584.0205492299
2121,7431.07280418387
2122,11600.722523503
2123,11909.8367084859
2124,10837.4467506271
2125,11622.4673831818
2126,10692.66999253
2127,16070.9787210747
2128,9723.29342514634
2129,11751.0181893848
2130,13405.8653268187
2131,4781.50723334693
2132,9393.22492046917
2133,17857.3521492012
2134,18480.468592754
2135,13433.8233358457
2136,2885.31370379315
2137,17372.1257235339
2138,13447.6267552885
2139,12433.7014568142
2140,2365.4436224319
2141,11527.634053704
2142,10946.0815115302
2143,18738.4066128998
2144,18176.3263901121
2145,2836.41105065061
2146,12511.7379077471
2147,13559.5221016835
2148,8485.17954684446
2149,9554.82150570312
2150,16549.419552011
2151,13447.6267552851
2152,13405.6466509536
2153,13985.5551048808
2154,13883.6832154627
2155,2836.41105065054
2156,6901.20610275027
2157,18102.2478485801
2158,17809.3165640165
2159,17449.7235621987
2160,16722.8490041625
2161,8657.7903574836
2162,16720.3844261794
2163,16715.6322919152
2164,3431.65258798076
2165,18371.9140725847
2166,2589.12007128384
2167,3054.31353492197
2168,11405.1826106682
2169,18613.2013831723
2170,7628.44620213394
2171,17925.5381533182
2172,18305.1877786802
2173,8168.90694343715
2174,13960.5463996358
2175,13691.2897744546
2176,9743.62928798464
2177,13581.0038677973
2178,8195.85129154634
2179,11887.3455988387
2180,13978.2434600696
2181,14336.6599590464
2182,6330.22313295226
2183,13751.7348081889
2184,17278.7562802859
2185,13843.8372729493
2186,7673.70508190647
2187,12501.6890450567
2188,17645.1461432789
2189,13559.4827675802
2190,13786.6145808815
2191,17156.2971841947
2192,17397.6620884449
2193,7827.71926932096
2194,7056.03987067525
2195,13789.6092587564
2196,12868.3522245055
2197,8195.85129154635
2198,6672.26355145324
2199,5695.06589745913
2200,9319.72274309269
2201,4664.43949814959
2202,8793.87758363359
2203,12031.5743402089
2204,11712.2246283988
2205,9906.07376697027
2206,7954.53521559204
2207,6909.17298599978
2208,13293.2237109772
2209,11652.7457580435
2210,5876.12610069209
2211,8470.01301285526
2212,6420.19151390504
2213,17989.3923803728
2214,16031.5817057826
2215,7431.07280418126
2216,17749.6290422133
2217,9502.37543471497
2218,16729.3652293861
2219,18917.6470989453
2220,18499.7190808762
2221,11308.0697952712
2222,5031.79896768705
2223,4324.26637715017
2224,18603.0917909471
2225,17332.0803857901
2226,5370.54666714765
2227,9210.30950211681
2228,5071.80893597466
2229,14197.5794610698
2230,9348.72938355045
2231,13351.0145868613
2232,13744.4513979301
2233,13647.3290124686
2234,11074.0877958572
2235,11069.5760187848
2236,8895.72722834652
2237,8770.87519231091
2238,12107.1653831798
2239,7532.2507788205
2240,18227.9506994398
2241,18202.5636140407
2242,15670.3221871672
2243,11058.5041636478
2244,7786.60729836865
2245,9960.18429486197
2246,13592.2838619506
2247,8825.28428928671
2248,11766.9924184294
2249,11085.4424079913
2250,7351.40322317861
2251,9584.62863936826
2252,13696.2822304858
2253,9917.08440752314
2254,16637.0438842719
2255,17904.2714155719
2256,17427.6277226502
2257,17167.3850156755
2258,8027.41708275297
2259,6282.40494764044
2260,17191.6617838394
2261,9507.03746427351
2262,11525.1328242781
2263,11253.0986320006
2264,18349.3945998414
2265,9545.49026525516
2266,17653.8696083348
2267,7232.00911100686
2268,6731.41840011384
2269,6517.04201794661
2270,13619.6779200309
2271,17099.1989874365
2272,3985.25190054667
2273,7761.94011579453
2274,14127.5836679763
2275,12211.2783877408
2276,11166.7994701302
2277,13711.7937932148
2278,18076.2083422866
2279,5251.05614722739
2280,4531.58628656573
2281,9752.58191236834
2282,8872.9792749673
2283,5122.23152952613
2284,2696.06423508994
2285,8259.14682811311
2286,6848.7653268935
2287,7353.38260820316
2288,4891.52385764769
2289,6954.90639904135
2290,13688.4841892597
2291,17110.1676062267
2292,11030.7177835495
2293,8526.57713374231
2294,18688.4450211027
2295,18641.8886455732
2296,8555.80529812622
2297,16442.4585756789
2298,7589.87455527049
2299,11499.0189623933
2300,11026.6334188778
2301,8918.22502131222
2302,11821.9523528259
2303,11680.8324320979
2304,12783.5217968126
2305,17224.1203925504
2306,7003.69536124888
2307,18471.6617033662
2308,8998.83713702363
2309,17449.9856945308
2310,11305.4636074046
2311,9763.40113509035
2312,8971.62367630397
2313,9677.40902502116
2314,13417.2214790363
2315,6855.70805103601
2316,7391.04473100633
2317,9336.46700599016
2318,7337.2308963512
2319,11846.7811170774
2320,9955.50286251745
2321,12467.4870558015
2322,12389.0751875292
2323,13968.9116432118
2324,13968.9116432083
2325,3122.5210433169
2326,10371.4406432926
2327,13871.055717591
2328,10010.143383165
2329,7782.21113714396
2330,7904.35832114286
2331,6426.53058281464
2332,8271.43872850571
2333,4723.59221676322
2334,10657.2503219566
2335,6554.42600792775
2336,6297.82359261687
2337,8332.38325130457
2338,17331.5036644701
2339,11495.5032304838
2340,7620.27687704203
2341,7747.91789603418
2342,9467.23125664263
2343,10045.8753688748
2344,7974.53416787521
2345,16644.350277878
2346,13529.8141114554
2347,8721.89264538424
2348,8562.86626735861
2349,14552.8217900402
2350,5753.91628573535
2351,5820.18902208026
2352,11682.2367803103
2353,11205.7278158051
2354,9904.74213148106
2355,8473.76834666728
2356,8898.57616149462
2357,8374.19622340179
2358,17631.1350527404
2359,6471.19174072483
2360,19126.6839837707
2361,7009.67594561908
2362,10339.1194347761
2363,18215.1232447325
2364,11821.9523528301
2365,11754.6838489541
2366,5300.52386328496
2367,5121.68569160602
2368,9082.49838721938
2369,17030.858912269
2370,18466.9225046823
2371,12810.3926080334
2372,6815.25512731398
2373,14276.9238758787
2374,7445.85637538265
2375,7677.40670929225
2376,15642.1042937516
2377,7728.26857720075
2378,18379.2778162543
2379,17316.9726710328
2380,15380.6481393033
2381,12584.3400065847
2382,10547.3131474068
2383,10933.2641024251
2384,18543.9799084349
2385,8715.65694739428
2386,7982.21564292737
2387,13790.3206859441
2388,7863.18978822024
2389,14369.8402544977
2390,8325.68074136313
2391,13392.1471619139
2392,8824.3762999229
2393,4705.349704412
2394,19066.9752928811
2395,8307.90852845415
2396,17821.8561066834
2397,16838.4923826129
2398,17117.9270081517
2399,7474.15631912842
2400,18379.2778162608
2401,7805.55384212583
2402,6998.66618572233
2403,17940.8665848742
2404,8270.43248936708
2405,10227.696828493
2406,4763.35035780006
2407,18708.5834316802
2408,18908.015354209
2409,13843.8372729501
2410,14011.4806110622
2411,13712.8705615107
2412,13856.2749747635
2413,9230.52875103071
2414,10084.9033007634
2415,8285.90362517314
2416,11609.1253225036
2417,13870.7841632187
2418,11809.6249781097
2419,11730.0667099993
2420,13807.8059508064
2421,11248.4136220032
2422,12750.320426983
2423,10290.9745247226
2424,13827.2565978495
2425,9813.43750882325
2426,9595.0127812741
2427,6395.67342181684
2428,12545.8989240764
2429,12577.1758675201
2430,10770.0804668575
2431,13734.3893225385
2432,14608.3585864533
2433,8246.09054021174
2434,11829.8776153904
2435,13779.0396884048
2436,16243.8230144254
2437,13260.9784662286
2438,7858.43018649007
2439,19037.0296091052
2440,9872.12497846552
2441,6033.61391530606
2442,17392.3200134612
2443,7271.2447424633
2444,7893.03103806103
2445,13510.8667191051
2446,18670.7039972731
2447,10197.3740216208
2448,17454.302180337
2449,8928.8847038512
2450,11803.0975555571
2451,10351.096324158
2452,10630.8928355374
2453,18219.946731751
2454,8285.41705352127
2455,13620.8252452192
2456,14977.953153171
2457,14558.8040724267
2458,11798.2535606158
2459,19107.3059543286
2460,8983.69330941066
2461,14548.1894954835
2462,9702.81036645108
2463,16351.3646069679
2464,5381.9599969733
2465,10194.6331534039
2466,9619.84366589495
2467,10387.0141677805
2468,17659.2009573293
2469,8089.57917253636
2470,6836.32988374781
2471,11711.0059803802
2472,10442.4411377227
2473,12085.2040074805
2474,11164.9724235194
2475,13406.1118617652
2476,18898.301409459
2477,14369.8402544941
2478,8952.89830080447
2479,11569.5070913763
2480,13159.7286814314
2481,9389.49265418045
2482,7287.11786749059
2483,13695.8127498323
2484,18045.0873906664
2485,10905.3925551515
2486,13900.0732726375
2487,2740.79405786684
2488,7745.49532741361
2489,12974.160041112
2490,13952.3372035581
2491,17846.4671392681
2492,10234.358521991
2493,7673.99239459238
2494,12061.2329378305
2495,9162.29187136532
2496,10247.7920059795
2497,13900.073272634
2498,13871.0845901044
2499,15637.633246593
2500,3093.91620953259
2501,13823.3427115115
2502,9404.09342383164
2503,15034.6312197346
2504,11261.5355487089
2505,7451.38292178685
2506,7714.9830696961
2507,13634.8725767538
2508,13634.8725767504
2509,11725.2896196645
2510,15027.9384678908
2511,14759.2969027605
2512,14306.3660983407
2513,9864.97272089678
2514,7122.0556118468
2515,13822.1890820052
2516,10234.5631937871
2517,19007.2666019791
2518,13774.4851370491
2519,14592.7011817511
2520,14514.4141582402
2521,18262.7073438477
2522,7272.14962354854
2523,18753.9106404444
2524,18703.6856530071
2525,7478.27631356105
2526,7977.26756146545
2527,7830.6139123324
2528,6428.78633434038
2529,8853.61486440838
2530,14865.7284175332
2531,18977.539570506
2532,7248.64311634482
2533,12884.1485641831
2534,6188.19908377934
2535,3632.40399069428
2536,18590.5670376584
2537,17430.3348097458
2538,7302.23815784969
2539,7812.46000718092
2540,11716.6041974457
2541,9963.80755373686
2542,14469.4357617953
2543,4648.02621919226
2544,12540.83838445
2545,12514.7388248539
2546,13935.831470582
2547,11355.8190520887
2548,7416.25794686883
2549,14423.0437793933
2550,8802.11264520888
2551,8377.2096591629
2552,11815.3743065959
2553,6073.29635225201
2554,17554.5875440508
2555,16061.6743776541
2556,17056.8718021311
2557,8997.54000941818
2558,13842.0959075761
2559,18164.121029845
2560,2858.00427583569
2561,9423.36724339832
2562,7294.81281772025
2563,13846.0310736796
2564,11247.6055463154
2565,13711.7937932113
2566,13806.2219026767
2567,7404.16181381343
2568,6918.62679492005
2569,13249.8535321916
2570,14032.435478524
2571,12807.2511063264
2572,15170.616722602
2573,18248.7749657906
2574,17269.1161774228
2575,13807.3265130957
2576,8692.97865274219
2577,9042.55681269393
2578,11728.950461089
2579,9220.95689074741
2580,8717.71811595251
2581,13731.4846631562
2582,14924.850343004
2583,14484.539556953
2584,15119.9896412096
2585,12407.0371721175
2586,18545.6915928102
2587,7348.67746933047
2588,13863.3245430605
2589,12522.7878959052
2590,13638.8467342261
2591,18019.8613534739
2592,7248.11553584308
2593,11164.9724235233
2594,14867.7270403083
2595,11821.9523528259
2596,11816.2266963266
2597,18068.014569376
2598,12991.5882797409
2599,8934.9343142545
2600,11056.3585962464
2601,13990.6257019842
2602,8345.69922489051
2603,9878.32260819159
2604,14565.0147755751
2605,8160.64533537848
2606,12124.3147000619
2607,10194.3624334739
2608,14684.7644808493
2609,7378.93340596496
2610,7932.23246886106
2611,9662.67151769909
2612,14851.1518073605
2613,12558.9675687934
2614,10061.5875329888
2615,16860.4591507967
2616,7915.26489637937
2617,18923.2264193758
2618,4163.78389916549
2619,7080.42021949017
2620,6310.51876141318
2621,9357.35958035971
2622,7642.5203501758
2623,18927.6550141231
2624,18330.5681051538
2625,7599.67077781023
2626,7263.42541324531
2627,8941.59431802071
2628,9901.52223825957
2629,7259.02142681202
2630,6005.31991776698
2631,8971.74650775037
2632,10105.0133317432
2633,12455.2128007304
2634,18907.6475848989
2635,4233.48653409019
2636,14589.1544034922
2637,15079.1476716447
2638,14902.0833343321
2639,10001.8993707499
2640,15140.7919860294
2641,13919.3941310949
2642,13919.39413109
2643,14502.7737114185
2644,8447.21293616246
2645,8999.65025605007
2646,7250.85872867384
2647,7126.11277204933
2648,13606.6745121826
2649,14076.7370876798
2650,14685.3637226812
2651,10985.0754384888
2652,7284.79961911003
